index,rank,ur_id,pr_id,similarity_score,create_date,pull_request_date,latest_release_date,user_review,pull_request,url,author,label,relevance
381,2,ee151f72-7bd2-44ea-9005-1dcca9dbb351,MDExOlB1bGxSZXF1ZXN0MTg0OTMwOTE2,0.17266812920570374,2018-09-26 00:42:10,2018-04-30 11:13:51,2018-06-11 07:31:52,"The app crashes each time you try to upload a picture. I have tried both from Gallery and from the app and each time the app crashes. This is very frustrating. Reading earlier reviews one gets to know that this is a recurring issue a d still hasn't been rectified. Very disappointing, indeed.","Fix conflicts at #1352 fix memory leaks and lint warnings (they happened due to hiding keyboard) [Description] Fixes conflicts at #1352 , so that I can merge. pull_request_#1352: fix memory leaks and lint warnings (they happened due to hiding keyboard) [Description] Fixes #171 (partly)Some activities that have the hideKeyboard function or same functionality have lint warnings about null pointer exception. Additionally, LeakCanary says that leaks appear in the same code. For example in fr.free.nrw.commons.debug:2.6.7-debug-master~fe1f0b52:82. fr.free.nrw.commons.auth.LoginActivity has leaked: GC ROOT static android.view.inputmethod.InputMethodManager.sInstance references android.view.inputmethod.InputMethodManager.mLastSrvView references android.support.design.widget.TextInputEditText.mContext leaks fr.free.nrw.commons.auth.LoginActivity instance",https://github.com/commons-app/apps-android-commons/pull/1471,neslihanturan,0,high
382,3,1c50eb96-d872-4cd3-90b5-c088043f30d7,MDExOlB1bGxSZXF1ZXN0MTg0OTMwOTE2,0.14334538578987122,2019-05-11 14:40:39,2018-04-30 11:13:51,2018-06-11 07:31:52,"it crashes , after pressing the image download button","Fix conflicts at #1352 fix memory leaks and lint warnings (they happened due to hiding keyboard) [Description] Fixes conflicts at #1352 , so that I can merge. pull_request_#1352: fix memory leaks and lint warnings (they happened due to hiding keyboard) [Description] Fixes #171 (partly)Some activities that have the hideKeyboard function or same functionality have lint warnings about null pointer exception. Additionally, LeakCanary says that leaks appear in the same code. For example in fr.free.nrw.commons.debug:2.6.7-debug-master~fe1f0b52:82. fr.free.nrw.commons.auth.LoginActivity has leaked: GC ROOT static android.view.inputmethod.InputMethodManager.sInstance references android.view.inputmethod.InputMethodManager.mLastSrvView references android.support.design.widget.TextInputEditText.mContext leaks fr.free.nrw.commons.auth.LoginActivity instance",https://github.com/commons-app/apps-android-commons/pull/1471,neslihanturan,0,medium
383,1,968fad2a-8641-45df-b489-28fa9850ac35,MDExOlB1bGxSZXF1ZXN0MTg1MTY0NzAw,0.31342220306396484,2018-09-17 18:49:24,2018-05-01 11:47:43,2018-06-11 07:31:52,The app crashes when uploading images. Fix it,"Fixes #1472 Fixes #1472 Deprecation removed issue_#1472: Remove deprecated setDestination(Object) Steps to reproduce Yes, I would love to work on this issue.",https://github.com/commons-app/apps-android-commons/pull/1475,gupta1anubhav,0,high
384,2,ee151f72-7bd2-44ea-9005-1dcca9dbb351,MDExOlB1bGxSZXF1ZXN0MTg1MTY0NzAw,0.2741605043411255,2018-09-26 00:42:10,2018-05-01 11:47:43,2018-06-11 07:31:52,"The app crashes each time you try to upload a picture. I have tried both from Gallery and from the app and each time the app crashes. This is very frustrating. Reading earlier reviews one gets to know that this is a recurring issue a d still hasn't been rectified. Very disappointing, indeed.","Fixes #1472 Fixes #1472 Deprecation removed issue_#1472: Remove deprecated setDestination(Object) Steps to reproduce Yes, I would love to work on this issue.",https://github.com/commons-app/apps-android-commons/pull/1475,gupta1anubhav,0,high
385,3,cf3b80cc-f44e-440a-b615-fecec6bbf744,MDExOlB1bGxSZXF1ZXN0MTg1MTY0NzAw,0.2371802031993866,2018-12-07 01:24:08,2018-05-01 11:47:43,2018-06-11 07:31:52,Getting error again and again while uploading photos from Google Photos.,"Fixes #1472 Fixes #1472 Deprecation removed issue_#1472: Remove deprecated setDestination(Object) Steps to reproduce Yes, I would love to work on this issue.",https://github.com/commons-app/apps-android-commons/pull/1475,gupta1anubhav,0,high
386,4,1c50eb96-d872-4cd3-90b5-c088043f30d7,MDExOlB1bGxSZXF1ZXN0MTg1MTY0NzAw,0.2342902421951294,2019-05-11 14:40:39,2018-05-01 11:47:43,2018-06-11 07:31:52,"it crashes , after pressing the image download button","Fixes #1472 Fixes #1472 Deprecation removed issue_#1472: Remove deprecated setDestination(Object) Steps to reproduce Yes, I would love to work on this issue.",https://github.com/commons-app/apps-android-commons/pull/1475,gupta1anubhav,0,medium
387,5,d0fbfd96-ba74-44e8-aaca-d23f18c4ddd4,MDExOlB1bGxSZXF1ZXN0MTg1MTY0NzAw,0.24233219027519226,2018-09-10 05:20:22,2018-05-01 11:47:43,2018-06-11 07:31:52,"Continuous uploading failed, no option for editing, tags are not coming up, no confirmation of uploads, no multiple uploads please fix these issues.","Fixes #1472 Fixes #1472 Deprecation removed issue_#1472: Remove deprecated setDestination(Object) Steps to reproduce Yes, I would love to work on this issue.",https://github.com/commons-app/apps-android-commons/pull/1475,gupta1anubhav,0,medium
389,2,968fad2a-8641-45df-b489-28fa9850ac35,MDExOlB1bGxSZXF1ZXN0MTg2MTc2NDAy,0.27488043904304504,2018-09-17 18:49:24,2018-05-05 21:20:12,2018-06-11 07:31:52,The app crashes when uploading images. Fix it,"Make P18 edits to corresponding wikidata entity on uploading from Nearby [Description] Fixes part of #252 ie. ""Edit P18 property in Wikidata to add the uploaded image"" issue_#252: Upload a picture directly from list of nearby places needing photos Update: This is in the IEG renewal and work will begin on it shortly. I have edited the opening post to add the scope and use case. Also making a list of steps as this is a pretty long and involved task. Use case: The current process of contributing images for nearby places that need pictures is rather cumbersome. The user would have to go to the list or map of nearby places, and after finding a location that they want to photograph based on that, they would need to go back to the main screen of the app and submit their image via the standard upload process. None of the wealth of information available in the Wikidata item for that location is utilized in the upload process. Scope: We intend to implement direct uploads, where the process would be: Steps:",https://github.com/commons-app/apps-android-commons/pull/1495,maskaravivek,0,medium
390,3,ee151f72-7bd2-44ea-9005-1dcca9dbb351,MDExOlB1bGxSZXF1ZXN0MTg2MTc2NDAy,0.26352107524871826,2018-09-26 00:42:10,2018-05-05 21:20:12,2018-06-11 07:31:52,"The app crashes each time you try to upload a picture. I have tried both from Gallery and from the app and each time the app crashes. This is very frustrating. Reading earlier reviews one gets to know that this is a recurring issue a d still hasn't been rectified. Very disappointing, indeed.","Make P18 edits to corresponding wikidata entity on uploading from Nearby [Description] Fixes part of #252 ie. ""Edit P18 property in Wikidata to add the uploaded image"" issue_#252: Upload a picture directly from list of nearby places needing photos Update: This is in the IEG renewal and work will begin on it shortly. I have edited the opening post to add the scope and use case. Also making a list of steps as this is a pretty long and involved task. Use case: The current process of contributing images for nearby places that need pictures is rather cumbersome. The user would have to go to the list or map of nearby places, and after finding a location that they want to photograph based on that, they would need to go back to the main screen of the app and submit their image via the standard upload process. None of the wealth of information available in the Wikidata item for that location is utilized in the upload process. Scope: We intend to implement direct uploads, where the process would be: Steps:",https://github.com/commons-app/apps-android-commons/pull/1495,maskaravivek,0,medium
391,4,9b8cb09d-d9c8-4a67-b49f-80549a8528ba,MDExOlB1bGxSZXF1ZXN0MTg2MTc2NDAy,0.2590993642807007,2018-09-22 13:46:08,2018-05-05 21:20:12,2018-06-11 07:31:52,Crashes whenever I upload a photo,"Make P18 edits to corresponding wikidata entity on uploading from Nearby [Description] Fixes part of #252 ie. ""Edit P18 property in Wikidata to add the uploaded image"" issue_#252: Upload a picture directly from list of nearby places needing photos Update: This is in the IEG renewal and work will begin on it shortly. I have edited the opening post to add the scope and use case. Also making a list of steps as this is a pretty long and involved task. Use case: The current process of contributing images for nearby places that need pictures is rather cumbersome. The user would have to go to the list or map of nearby places, and after finding a location that they want to photograph based on that, they would need to go back to the main screen of the app and submit their image via the standard upload process. None of the wealth of information available in the Wikidata item for that location is utilized in the upload process. Scope: We intend to implement direct uploads, where the process would be: Steps:",https://github.com/commons-app/apps-android-commons/pull/1495,maskaravivek,0,medium
392,5,15bdaeb1-0d33-415f-b7d2-309cbcd00a70,MDExOlB1bGxSZXF1ZXN0MTg2MTc2NDAy,0.2378380447626114,2018-09-11 05:00:16,2018-05-05 21:20:12,2018-06-11 07:31:52,Not at all a single picture getting uploaded.,"Make P18 edits to corresponding wikidata entity on uploading from Nearby [Description] Fixes part of #252 ie. ""Edit P18 property in Wikidata to add the uploaded image"" issue_#252: Upload a picture directly from list of nearby places needing photos Update: This is in the IEG renewal and work will begin on it shortly. I have edited the opening post to add the scope and use case. Also making a list of steps as this is a pretty long and involved task. Use case: The current process of contributing images for nearby places that need pictures is rather cumbersome. The user would have to go to the list or map of nearby places, and after finding a location that they want to photograph based on that, they would need to go back to the main screen of the app and submit their image via the standard upload process. None of the wealth of information available in the Wikidata item for that location is utilized in the upload process. Scope: We intend to implement direct uploads, where the process would be: Steps:",https://github.com/commons-app/apps-android-commons/pull/1495,maskaravivek,0,medium
393,1,ee151f72-7bd2-44ea-9005-1dcca9dbb351,MDExOlB1bGxSZXF1ZXN0MTg2MjAzNzQ4,0.3099636435508728,2018-09-26 00:42:10,2018-05-06 12:41:32,2018-06-11 07:31:52,"The app crashes each time you try to upload a picture. I have tried both from Gallery and from the app and each time the app crashes. This is very frustrating. Reading earlier reviews one gets to know that this is a recurring issue a d still hasn't been rectified. Very disappointing, indeed.","resolves #1464 : MediaDataExtractor is making inefficient (redundant) server calls Fix for: MediaDataExtractor is making inefficient (redundant) server calls [Description] Fixes #1464Removed the redundant server call and reused the deletionStatus variable for logging. issue_#1464: MediaDataExtractor is making inefficient (redundant) server calls [Summary:] MediaDataExtractor is making double calls to the mediawiki API to determine if a page (image) has been deleted. Its not wrong, just inefficient. [Steps to reproduce:] Take a look at the fetch() method [Expected behavior:] Only one call should be made, and then the request / result should be logged. Calling pageExists() initiates a call to the server every time.",https://github.com/commons-app/apps-android-commons/pull/1496,manparvesh,0,medium
394,2,9b8cb09d-d9c8-4a67-b49f-80549a8528ba,MDExOlB1bGxSZXF1ZXN0MTg2MjAzNzQ4,0.2761155068874359,2018-09-22 13:46:08,2018-05-06 12:41:32,2018-06-11 07:31:52,Crashes whenever I upload a photo,"resolves #1464 : MediaDataExtractor is making inefficient (redundant) server calls Fix for: MediaDataExtractor is making inefficient (redundant) server calls [Description] Fixes #1464Removed the redundant server call and reused the deletionStatus variable for logging. issue_#1464: MediaDataExtractor is making inefficient (redundant) server calls [Summary:] MediaDataExtractor is making double calls to the mediawiki API to determine if a page (image) has been deleted. Its not wrong, just inefficient. [Steps to reproduce:] Take a look at the fetch() method [Expected behavior:] Only one call should be made, and then the request / result should be logged. Calling pageExists() initiates a call to the server every time.",https://github.com/commons-app/apps-android-commons/pull/1496,manparvesh,0,medium
395,1,968fad2a-8641-45df-b489-28fa9850ac35,MDExOlB1bGxSZXF1ZXN0MTg3MTQyMjQ1,0.33012261986732483,2018-09-17 18:49:24,2018-05-10 09:22:41,2018-06-11 07:31:52,The app crashes when uploading images. Fix it,"Feature/switch to butterknife Description Implementing ButterKnife in the classes in which it is not already there [issue #1491] Did the required changes in ShareActivity, SimilarImageDialogFragment, MultipleUploadListFragment [Package uploads wrapped up] Tested on {21 & name of Android SDK built for x86_64}, with {build variant, debug}. issue_#1491: ButterKnife is not used every where in the project [Summary:] Some of the activities and fragments have used ButterKnife and some have not. It should ideally be used everywhere. [Steps to reproduce:] Lets compare AboutActivity and MediaDetailFragment [Expected behavior:] Ideally all of the activities and fragments should use it [Observed behavior:] As mentioned in the description, some of the activities and Fragment have used butterknife and some have not",https://github.com/commons-app/apps-android-commons/pull/1505,ashishkumar468,0,medium
396,2,ee151f72-7bd2-44ea-9005-1dcca9dbb351,MDExOlB1bGxSZXF1ZXN0MTg3MTQyMjQ1,0.3062385618686676,2018-09-26 00:42:10,2018-05-10 09:22:41,2018-06-11 07:31:52,"The app crashes each time you try to upload a picture. I have tried both from Gallery and from the app and each time the app crashes. This is very frustrating. Reading earlier reviews one gets to know that this is a recurring issue a d still hasn't been rectified. Very disappointing, indeed.","Feature/switch to butterknife Description Implementing ButterKnife in the classes in which it is not already there [issue #1491] Did the required changes in ShareActivity, SimilarImageDialogFragment, MultipleUploadListFragment [Package uploads wrapped up] Tested on {21 & name of Android SDK built for x86_64}, with {build variant, debug}. issue_#1491: ButterKnife is not used every where in the project [Summary:] Some of the activities and fragments have used ButterKnife and some have not. It should ideally be used everywhere. [Steps to reproduce:] Lets compare AboutActivity and MediaDetailFragment [Expected behavior:] Ideally all of the activities and fragments should use it [Observed behavior:] As mentioned in the description, some of the activities and Fragment have used butterknife and some have not",https://github.com/commons-app/apps-android-commons/pull/1505,ashishkumar468,0,medium
397,3,cf3b80cc-f44e-440a-b615-fecec6bbf744,MDExOlB1bGxSZXF1ZXN0MTg3MTQyMjQ1,0.23387973010540009,2018-12-07 01:24:08,2018-05-10 09:22:41,2018-06-11 07:31:52,Getting error again and again while uploading photos from Google Photos.,"Feature/switch to butterknife Description Implementing ButterKnife in the classes in which it is not already there [issue #1491] Did the required changes in ShareActivity, SimilarImageDialogFragment, MultipleUploadListFragment [Package uploads wrapped up] Tested on {21 & name of Android SDK built for x86_64}, with {build variant, debug}. issue_#1491: ButterKnife is not used every where in the project [Summary:] Some of the activities and fragments have used ButterKnife and some have not. It should ideally be used everywhere. [Steps to reproduce:] Lets compare AboutActivity and MediaDetailFragment [Expected behavior:] Ideally all of the activities and fragments should use it [Observed behavior:] As mentioned in the description, some of the activities and Fragment have used butterknife and some have not",https://github.com/commons-app/apps-android-commons/pull/1505,ashishkumar468,0,medium
398,4,9b8cb09d-d9c8-4a67-b49f-80549a8528ba,MDExOlB1bGxSZXF1ZXN0MTg3MTQyMjQ1,0.22560091316699982,2018-09-22 13:46:08,2018-05-10 09:22:41,2018-06-11 07:31:52,Crashes whenever I upload a photo,"Feature/switch to butterknife Description Implementing ButterKnife in the classes in which it is not already there [issue #1491] Did the required changes in ShareActivity, SimilarImageDialogFragment, MultipleUploadListFragment [Package uploads wrapped up] Tested on {21 & name of Android SDK built for x86_64}, with {build variant, debug}. issue_#1491: ButterKnife is not used every where in the project [Summary:] Some of the activities and fragments have used ButterKnife and some have not. It should ideally be used everywhere. [Steps to reproduce:] Lets compare AboutActivity and MediaDetailFragment [Expected behavior:] Ideally all of the activities and fragments should use it [Observed behavior:] As mentioned in the description, some of the activities and Fragment have used butterknife and some have not",https://github.com/commons-app/apps-android-commons/pull/1505,ashishkumar468,0,medium
399,5,15bdaeb1-0d33-415f-b7d2-309cbcd00a70,MDExOlB1bGxSZXF1ZXN0MTg3MTQyMjQ1,0.20113211870193481,2018-09-11 05:00:16,2018-05-10 09:22:41,2018-06-11 07:31:52,Not at all a single picture getting uploaded.,"Feature/switch to butterknife Description Implementing ButterKnife in the classes in which it is not already there [issue #1491] Did the required changes in ShareActivity, SimilarImageDialogFragment, MultipleUploadListFragment [Package uploads wrapped up] Tested on {21 & name of Android SDK built for x86_64}, with {build variant, debug}. issue_#1491: ButterKnife is not used every where in the project [Summary:] Some of the activities and fragments have used ButterKnife and some have not. It should ideally be used everywhere. [Steps to reproduce:] Lets compare AboutActivity and MediaDetailFragment [Expected behavior:] Ideally all of the activities and fragments should use it [Observed behavior:] As mentioned in the description, some of the activities and Fragment have used butterknife and some have not",https://github.com/commons-app/apps-android-commons/pull/1505,ashishkumar468,0,medium
400,1,3641dfa3-f67e-453c-aea6-8fcfd8d780ac,MDExOlB1bGxSZXF1ZXN0MTg4NzMzMTY2,0.2780415415763855,2019-02-10 12:15:17,2018-05-17 13:15:20,2018-06-11 07:31:52,"as a contributor, it gives me ready access to my recent files.","Feedback on how my pictures get used [WIP} [Description] Fixes #85{Describe the changes made and why they were made.} issue_#85: Feedback on how my pictures get used: Statistics, barnstars, light gamification One-way communication can become boring, so how about a page that shows how the pictures I have uploaded are being used? The main goal is to give uploaders an incentive to continue (light gamification), but the statistics could also include some negative statistics too:",https://github.com/commons-app/apps-android-commons/pull/1524,tanvidadu,0,high
401,1,ee151f72-7bd2-44ea-9005-1dcca9dbb351,MDExOlB1bGxSZXF1ZXN0MTg5MTg3NzQy,0.16840843856334686,2018-09-26 00:42:10,2018-05-19 13:16:19,2018-06-11 07:31:52,"The app crashes each time you try to upload a picture. I have tried both from Gallery and from the app and each time the app crashes. This is very frustrating. Reading earlier reviews one gets to know that this is a recurring issue a d still hasn't been rectified. Very disappointing, indeed.",Wikimedia hackathon 2018 [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.},https://github.com/commons-app/apps-android-commons/pull/1533,ejegg,0,high
402,2,968fad2a-8641-45df-b489-28fa9850ac35,MDExOlB1bGxSZXF1ZXN0MTg5MTg3NzQy,0.14757099747657776,2018-09-17 18:49:24,2018-05-19 13:16:19,2018-06-11 07:31:52,The app crashes when uploading images. Fix it,Wikimedia hackathon 2018 [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.},https://github.com/commons-app/apps-android-commons/pull/1533,ejegg,0,high
403,3,d0fbfd96-ba74-44e8-aaca-d23f18c4ddd4,MDExOlB1bGxSZXF1ZXN0MTg5MTg3NzQy,0.18192026019096375,2018-09-10 05:20:22,2018-05-19 13:16:19,2018-06-11 07:31:52,"Continuous uploading failed, no option for editing, tags are not coming up, no confirmation of uploads, no multiple uploads please fix these issues.",Wikimedia hackathon 2018 [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.},https://github.com/commons-app/apps-android-commons/pull/1533,ejegg,0,medium
405,1,968fad2a-8641-45df-b489-28fa9850ac35,MDExOlB1bGxSZXF1ZXN0MTg5MTk3Njkz,0.1324647217988968,2018-09-17 18:49:24,2018-05-19 17:16:11,2018-06-11 07:31:52,The app crashes when uploading images. Fix it,Wmhack2018 [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.},https://github.com/commons-app/apps-android-commons/pull/1534,ejegg,0,high
406,2,ee151f72-7bd2-44ea-9005-1dcca9dbb351,MDExOlB1bGxSZXF1ZXN0MTg5MTk3Njkz,0.10848689824342728,2018-09-26 00:42:10,2018-05-19 17:16:11,2018-06-11 07:31:52,"The app crashes each time you try to upload a picture. I have tried both from Gallery and from the app and each time the app crashes. This is very frustrating. Reading earlier reviews one gets to know that this is a recurring issue a d still hasn't been rectified. Very disappointing, indeed.",Wmhack2018 [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.},https://github.com/commons-app/apps-android-commons/pull/1534,ejegg,0,high
407,3,d0fbfd96-ba74-44e8-aaca-d23f18c4ddd4,MDExOlB1bGxSZXF1ZXN0MTg5MTk3Njkz,0.1866411566734314,2018-09-10 05:20:22,2018-05-19 17:16:11,2018-06-11 07:31:52,"Continuous uploading failed, no option for editing, tags are not coming up, no confirmation of uploads, no multiple uploads please fix these issues.",Wmhack2018 [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.},https://github.com/commons-app/apps-android-commons/pull/1534,ejegg,0,medium
409,1,ee151f72-7bd2-44ea-9005-1dcca9dbb351,MDExOlB1bGxSZXF1ZXN0MTg5MjA0MTc0,0.11374395340681076,2018-09-26 00:42:10,2018-05-19 19:58:45,2018-06-11 07:31:52,"The app crashes each time you try to upload a picture. I have tried both from Gallery and from the app and each time the app crashes. This is very frustrating. Reading earlier reviews one gets to know that this is a recurring issue a d still hasn't been rectified. Very disappointing, indeed.",Add some category stuff back in to review [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.},https://github.com/commons-app/apps-android-commons/pull/1538,ejegg,0,high
410,2,968fad2a-8641-45df-b489-28fa9850ac35,MDExOlB1bGxSZXF1ZXN0MTg5MjA0MTc0,0.10442191362380981,2018-09-17 18:49:24,2018-05-19 19:58:45,2018-06-11 07:31:52,The app crashes when uploading images. Fix it,Add some category stuff back in to review [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.},https://github.com/commons-app/apps-android-commons/pull/1538,ejegg,0,high
411,3,d0fbfd96-ba74-44e8-aaca-d23f18c4ddd4,MDExOlB1bGxSZXF1ZXN0MTg5MjA0MTc0,0.21683269739151,2018-09-10 05:20:22,2018-05-19 19:58:45,2018-06-11 07:31:52,"Continuous uploading failed, no option for editing, tags are not coming up, no confirmation of uploads, no multiple uploads please fix these issues.",Add some category stuff back in to review [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.},https://github.com/commons-app/apps-android-commons/pull/1538,ejegg,0,medium
412,1,d0fbfd96-ba74-44e8-aaca-d23f18c4ddd4,MDExOlB1bGxSZXF1ZXN0MTg5MjA0MzI1,0.2007724642753601,2018-09-10 05:20:22,2018-05-19 20:02:20,2018-06-11 07:31:52,"Continuous uploading failed, no option for editing, tags are not coming up, no confirmation of uploads, no multiple uploads please fix these issues.","Sorry:) Revert ""Wmhack2018"" Reverts #1536 pull_request_#1536: Wmhack2018 [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.}",https://github.com/commons-app/apps-android-commons/pull/1539,neslihanturan,0,medium
414,3,968fad2a-8641-45df-b489-28fa9850ac35,MDExOlB1bGxSZXF1ZXN0MTg5MjA0MzI1,0.14422249794006348,2018-09-17 18:49:24,2018-05-19 20:02:20,2018-06-11 07:31:52,The app crashes when uploading images. Fix it,"Sorry:) Revert ""Wmhack2018"" Reverts #1536 pull_request_#1536: Wmhack2018 [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.}",https://github.com/commons-app/apps-android-commons/pull/1539,neslihanturan,0,medium
415,4,cf3b80cc-f44e-440a-b615-fecec6bbf744,MDExOlB1bGxSZXF1ZXN0MTg5MjA0MzI1,0.12362593412399292,2018-12-07 01:24:08,2018-05-19 20:02:20,2018-06-11 07:31:52,Getting error again and again while uploading photos from Google Photos.,"Sorry:) Revert ""Wmhack2018"" Reverts #1536 pull_request_#1536: Wmhack2018 [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.}",https://github.com/commons-app/apps-android-commons/pull/1539,neslihanturan,0,medium
416,1,968fad2a-8641-45df-b489-28fa9850ac35,MDExOlB1bGxSZXF1ZXN0MTg5MjAwNDEz,0.1324647217988968,2018-09-17 18:49:24,2018-05-19 18:21:45,2018-06-11 07:31:52,The app crashes when uploading images. Fix it,Wmhack2018 [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.},https://github.com/commons-app/apps-android-commons/pull/1536,ejegg,0,high
417,2,ee151f72-7bd2-44ea-9005-1dcca9dbb351,MDExOlB1bGxSZXF1ZXN0MTg5MjAwNDEz,0.10848689824342728,2018-09-26 00:42:10,2018-05-19 18:21:45,2018-06-11 07:31:52,"The app crashes each time you try to upload a picture. I have tried both from Gallery and from the app and each time the app crashes. This is very frustrating. Reading earlier reviews one gets to know that this is a recurring issue a d still hasn't been rectified. Very disappointing, indeed.",Wmhack2018 [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.},https://github.com/commons-app/apps-android-commons/pull/1536,ejegg,0,high
418,3,d0fbfd96-ba74-44e8-aaca-d23f18c4ddd4,MDExOlB1bGxSZXF1ZXN0MTg5MjAwNDEz,0.1866411566734314,2018-09-10 05:20:22,2018-05-19 18:21:45,2018-06-11 07:31:52,"Continuous uploading failed, no option for editing, tags are not coming up, no confirmation of uploads, no multiple uploads please fix these issues.",Wmhack2018 [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.},https://github.com/commons-app/apps-android-commons/pull/1536,ejegg,0,medium
423,1,9b8cb09d-d9c8-4a67-b49f-80549a8528ba,MDExOlB1bGxSZXF1ZXN0MTg5MjI3NzMw,0.235066220164299,2018-09-22 13:46:08,2018-05-20 10:20:18,2018-06-11 07:31:52,Crashes whenever I upload a photo,"More random recent image selection time-based randomness is biased - if someone uploaded 100 images in hour, one week ago, and I select a random point in time, their last image is way more likely to come up than anything else. With this, there is still bias towards choosing one of the last N in any burst of uploads (where N is the number of recent changes fetched) but it's a bit better than before. [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.}",https://github.com/commons-app/apps-android-commons/pull/1542,ejegg,0,medium
424,2,ee151f72-7bd2-44ea-9005-1dcca9dbb351,MDExOlB1bGxSZXF1ZXN0MTg5MjI3NzMw,0.21346819400787354,2018-09-26 00:42:10,2018-05-20 10:20:18,2018-06-11 07:31:52,"The app crashes each time you try to upload a picture. I have tried both from Gallery and from the app and each time the app crashes. This is very frustrating. Reading earlier reviews one gets to know that this is a recurring issue a d still hasn't been rectified. Very disappointing, indeed.","More random recent image selection time-based randomness is biased - if someone uploaded 100 images in hour, one week ago, and I select a random point in time, their last image is way more likely to come up than anything else. With this, there is still bias towards choosing one of the last N in any burst of uploads (where N is the number of recent changes fetched) but it's a bit better than before. [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.}",https://github.com/commons-app/apps-android-commons/pull/1542,ejegg,0,medium
426,1,ee151f72-7bd2-44ea-9005-1dcca9dbb351,MDExOlB1bGxSZXF1ZXN0MTg5MjI5MzY4,0.2564004957675934,2018-09-26 00:42:10,2018-05-20 11:12:58,2018-06-11 07:31:52,"The app crashes each time you try to upload a picture. I have tried both from Gallery and from the app and each time the app crashes. This is very frustrating. Reading earlier reviews one gets to know that this is a recurring issue a d still hasn't been rectified. Very disappointing, indeed.",Error handling for review image/category fetch [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.},https://github.com/commons-app/apps-android-commons/pull/1543,ejegg,0,high
427,2,968fad2a-8641-45df-b489-28fa9850ac35,MDExOlB1bGxSZXF1ZXN0MTg5MjI5MzY4,0.25205209851264954,2018-09-17 18:49:24,2018-05-20 11:12:58,2018-06-11 07:31:52,The app crashes when uploading images. Fix it,Error handling for review image/category fetch [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.},https://github.com/commons-app/apps-android-commons/pull/1543,ejegg,0,high
428,3,cf3b80cc-f44e-440a-b615-fecec6bbf744,MDExOlB1bGxSZXF1ZXN0MTg5MjI5MzY4,0.24961093068122864,2018-12-07 01:24:08,2018-05-20 11:12:58,2018-06-11 07:31:52,Getting error again and again while uploading photos from Google Photos.,Error handling for review image/category fetch [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.},https://github.com/commons-app/apps-android-commons/pull/1543,ejegg,0,high
429,4,d0fbfd96-ba74-44e8-aaca-d23f18c4ddd4,MDExOlB1bGxSZXF1ZXN0MTg5MjI5MzY4,0.24365100264549255,2018-09-10 05:20:22,2018-05-20 11:12:58,2018-06-11 07:31:52,"Continuous uploading failed, no option for editing, tags are not coming up, no confirmation of uploads, no multiple uploads please fix these issues.",Error handling for review image/category fetch [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.},https://github.com/commons-app/apps-android-commons/pull/1543,ejegg,0,medium
430,5,9b8cb09d-d9c8-4a67-b49f-80549a8528ba,MDExOlB1bGxSZXF1ZXN0MTg5MjI5MzY4,0.2326568216085434,2018-09-22 13:46:08,2018-05-20 11:12:58,2018-06-11 07:31:52,Crashes whenever I upload a photo,Error handling for review image/category fetch [Description] Fixes #{GitHub issue number and title}{Describe the changes made and why they were made.},https://github.com/commons-app/apps-android-commons/pull/1543,ejegg,0,high
431,1,968fad2a-8641-45df-b489-28fa9850ac35,MDExOlB1bGxSZXF1ZXN0MTg5NjY5ODE3,0.3447891175746918,2018-09-17 18:49:24,2018-05-22 13:49:52,2018-08-08 07:39:40,The app crashes when uploading images. Fix it,"Fix#1479 [Description] This PR is related to file provider is missing path attribute. Screenshot before adding path Fixes #1479 As per by screenshot logs.txt file is stored in external directory + CommonsApp. Hence, I have added CommonsApp in the path attribute. issue_#1479: Error ""path attribute should be defined"" ""external-path"" in the red underlined text is the problem here. Android lint: Android resources validation error in provider_paths.xml the path attribute should be defined is the error description. Would you like to work on this issue? Yes, I want to work on this issue.",https://github.com/commons-app/apps-android-commons/pull/1547,gupta1anubhav,0,high
